model_family,series_id,dataset,location_id,country,city_or_region,difficulty,primary_clue_type,gt_lat,gt_lon,pred_lat,pred_lon,error_km,distance_source,published_points,spawn_delta_km,partial,stopped_at,recording_id,model_field,source_file
glm-5.3-flash-max,glm-5.3-flash-max/run-1,europe-medium,loc_016,Slovakia,Banská Bystrica,medium,mixed,48.7583857,19.1412898,48.7360000,19.1460000,2.513383,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_430f48383e4e40b981c41dfe,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-1,europe-medium,loc_017,Ireland,"Boleybeg East, County Galway",medium,infrastructure,53.2819335,-9.1382768,53.2720000,-9.0260000,7.570776,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_8472827b36804151824b55e5,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-1,europe-hard,loc_018,Greece,"Arcadia Regional Unit, Peloponnese",hard,landscape,37.3439407,22.5909077,39.4850000,20.5000000,299.699439,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_ed1b33250a5f494483e932f7,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-1,europe-hard,loc_019,Romania,"Vurpăr, Sibiu County",hard,architecture,45.8911426,24.3372001,46.2500000,24.1000000,43.906738,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_a08969aa68184514804f149d,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-1,europe-hard,loc_020,Bulgaria,"Vărbina, Madan Municipality, Smolyan Province",hard,architecture,41.5643939,24.9701484,44.0500000,18.3000000,611.218315,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_254364f065d5497f93522534,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-1,europe-hard,loc_021,Hungary,"Csongrád District, Csongrád-Csanád County",hard,landscape,46.7060180,20.0496719,46.6000000,20.3000000,22.496036,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_aba24700d1274a76965903d6,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-1,europe-hard,loc_022,Latvia,"Ranka Parish, Gulbene Municipality",hard,infrastructure,57.1907677,26.1476727,53.4000000,21.5000000,514.783958,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_84c992e2d4ce425d975ad4a2,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-1,europe-hard,loc_023,Lithuania,"Pašakiai, Radviliškis District Municipality, Šiauliai County",hard,infrastructure,55.5966197,23.8297989,60.8000000,23.6000000,579.713234,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_4cbb8b80d8104bbc807a2001,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-1,europe-hard,loc_024,Denmark,"Lemvig Municipality, Central Denmark Region",hard,landscape,56.6011250,8.1639420,55.9500000,8.1500000,72.505844,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_9de73090aa834a978750e218,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-1,europe-hard,loc_025,Finland,"Utajärvi Municipality, North Ostrobothnia",hard,landscape,64.9428390,26.9554129,62.1000000,25.7000000,322.974463,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_60cedfac5e544c0791cd76b9,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-easy,loc_001,France,Paris,easy,landmark,48.8521298,2.3696389,48.8532000,2.3695000,0.119449,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_3d09b5d4e7374fa5afa059c6,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-easy,loc_002,Germany,Berlin,easy,landmark,52.5206008,13.4151229,52.5210000,13.4135000,0.118779,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_519e3a03e07d41559a2288b9,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-easy,loc_003,Austria,Salzburg,easy,landmark,47.8005438,13.0529765,47.7990000,13.0520000,0.186588,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_7a62c775b9944b9e8740247d,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-easy,loc_004,Czechia,Český Krumlov,easy,landmark,48.8126024,14.3129755,48.8105000,14.3148000,0.269480,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_200843a7d4a54aafae9be18f,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-easy,loc_005,Croatia,Pula,easy,landmark,44.8747121,13.8493020,44.8730000,13.8495000,0.190907,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_adc79c291d9b4ab2b93b7db8,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-easy,loc_006,Poland,"Sieniawka, Gmina Bogatynia",easy,text,50.9008842,14.8455043,50.8938000,14.8100000,2.619192,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_aace8b9bc1cc4ff5b20f6afc,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-easy,loc_007,Slovenia,"Višnja Gora, Ivančna Gorica Municipality",easy,text,45.9577599,14.7424922,45.9300000,14.9500000,16.383646,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_36455e632a3d49e9a7df92ca,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-easy,loc_008,Norway,"Flåm, Aurland Municipality",easy,mixed,60.8634735,7.1179637,60.8625000,7.1135000,0.265710,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_56c38fd67a8a45df9c7096bf,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-medium,loc_009,Spain,Valencia,medium,architecture,39.4667928,-0.3661343,39.4695000,-0.3740000,0.740598,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_d9b4bddc1a5440c285b2c31e,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-medium,loc_010,Italy,Bologna,medium,architecture,44.4930672,11.3250143,44.4910000,11.3530000,2.237815,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_d58b5c5b315b47da87126550,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-medium,loc_011,Netherlands,Utrecht,medium,infrastructure,52.1124003,5.0797161,52.0975000,5.1050000,2.397904,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_691922a76ea247c4b3dd6c3b,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-medium,loc_012,Belgium,"Merelbeke, Merelbeke-Melle",medium,mixed,50.9874591,3.7463905,51.0400000,3.5000000,18.252157,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_2eabb8cd5bf040a6993bd515,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-medium,loc_013,Portugal,Coimbra,medium,infrastructure,40.2155817,-8.4337562,40.2085000,-8.4260000,1.026793,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_40828b90a4444e618f860efe,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-medium,loc_014,Sweden,Uppsala,medium,architecture,59.8481151,17.6140674,57.7800000,14.1700000,304.351010,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_245ae50cc4b749ac8043b7de,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-medium,loc_015,Estonia,Tartu,medium,mixed,58.3478594,26.7197804,58.3800000,24.5100000,129.385936,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_d598d25105fb432f879af413,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-medium,loc_016,Slovakia,Banská Bystrica,medium,mixed,48.7583857,19.1412898,46.2360000,15.2680000,404.646008,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_7d517b77f39a4507a2bced54,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-medium,loc_017,Ireland,"Boleybeg East, County Galway",medium,infrastructure,53.2819335,-9.1382768,53.5150000,-8.8550000,32.060467,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_e70a4c52f0dc4b3fb77d8a2b,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-hard,loc_018,Greece,"Arcadia Regional Unit, Peloponnese",hard,landscape,37.3439407,22.5909077,38.3000000,23.1000000,115.193512,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_80105134a2a24be2be4420ef,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-hard,loc_019,Romania,"Vurpăr, Sibiu County",hard,architecture,45.8911426,24.3372001,46.3000000,24.8000000,57.845414,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_a978ecae6498419cae12513d,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-hard,loc_020,Bulgaria,"Vărbina, Madan Municipality, Smolyan Province",hard,architecture,41.5643939,24.9701484,42.1000000,24.8000000,61.145699,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_edd05d778e0c4856a978c7f1,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-hard,loc_021,Hungary,"Csongrád District, Csongrád-Csanád County",hard,landscape,46.7060180,20.0496719,45.5500000,20.3000000,129.943857,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_dba5670b5cf64c01b8ff2df0,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-hard,loc_022,Latvia,"Ranka Parish, Gulbene Municipality",hard,infrastructure,57.1907677,26.1476727,52.4000000,14.6000000,912.452295,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_82a03ddf03c341caa12a15ea,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-hard,loc_023,Lithuania,"Pašakiai, Radviliškis District Municipality, Šiauliai County",hard,infrastructure,55.5966197,23.8297989,56.8500000,24.5000000,145.617679,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_3e00f5cecfa74c488071ae27,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-hard,loc_024,Denmark,"Lemvig Municipality, Central Denmark Region",hard,landscape,56.6011250,8.1639420,55.3000000,8.7000000,148.687580,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_2fe7a6152d424cd39b271449,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-2,europe-hard,loc_025,Finland,"Utajärvi Municipality, North Ostrobothnia",hard,landscape,64.9428390,26.9554129,62.0000000,25.5000000,335.941109,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_3531992ed4304ea286c0a64b,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-easy,loc_001,France,Paris,easy,landmark,48.8521298,2.3696389,48.8530000,2.3715000,0.167390,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_748b8cf610e1432d8c9968c8,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-easy,loc_002,Germany,Berlin,easy,landmark,52.5206008,13.4151229,52.5212000,13.4127000,0.177464,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_1bb7803ab17f4382b1a070c1,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-easy,loc_003,Austria,Salzburg,easy,landmark,47.8005438,13.0529765,47.7985000,13.0470000,0.502091,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_567cd9b352e84085bd602ea0,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-easy,loc_004,Czechia,Český Krumlov,easy,landmark,48.8126024,14.3129755,48.8102000,14.3152000,0.313161,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_101ee0c3e6fa4c11a2e14aee,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-easy,loc_005,Croatia,Pula,easy,landmark,44.8747121,13.8493020,44.8737000,13.8490000,0.114978,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_785c0c8524f44f47aa6ab525,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-easy,loc_006,Poland,"Sieniawka, Gmina Bogatynia",easy,text,50.9008842,14.8455043,50.9050000,14.8220000,1.715614,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_e6a8e85b69c84786b054e187,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-easy,loc_007,Slovenia,"Višnja Gora, Ivančna Gorica Municipality",easy,text,45.9577599,14.7424922,45.9320000,14.8060000,5.696297,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_1925ff8ee89b44b7980d3df1,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-easy,loc_008,Norway,"Flåm, Aurland Municipality",easy,mixed,60.8634735,7.1179637,60.8634000,7.1135000,0.242694,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_3ea9caab98e24bbea0d932f4,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-medium,loc_009,Spain,Valencia,medium,architecture,39.4667928,-0.3661343,41.3758000,2.1435000,300.469834,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_76371a6fd67e4969a59c7d45,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-medium,loc_010,Italy,Bologna,medium,architecture,44.4930672,11.3250143,45.4746000,9.2010000,199.891202,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_ae9e7a21bc634d92970b5aa3,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-medium,loc_011,Netherlands,Utrecht,medium,infrastructure,52.1124003,5.0797161,52.1440000,5.2960000,15.223096,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_45292af01adc40b889ddf90e,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-medium,loc_012,Belgium,"Merelbeke, Merelbeke-Melle",medium,mixed,50.9874591,3.7463905,52.0850000,4.7200000,139.548402,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_87d449f375a14e24be19e92a,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-medium,loc_013,Portugal,Coimbra,medium,infrastructure,40.2155817,-8.4337562,40.2100000,-8.4250000,0.969409,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_640b419b1b0c40c4b9aaad7c,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-medium,loc_014,Sweden,Uppsala,medium,architecture,59.8481151,17.6140674,56.8780000,14.8250000,368.833801,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_190247ab8037436b9fe200b3,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-medium,loc_015,Estonia,Tartu,medium,mixed,58.3478594,26.7197804,59.3950000,24.6800000,165.675292,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_99eb5950fd064e2e8dfbbfd6,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-medium,loc_016,Slovakia,Banská Bystrica,medium,mixed,48.7583857,19.1412898,46.2350000,15.2650000,404.887832,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_8b4076c14b204df99d5750c5,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-medium,loc_017,Ireland,"Boleybeg East, County Galway",medium,infrastructure,53.2819335,-9.1382768,53.4000000,-9.2500000,15.100816,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_34e8d3b1fd754b1a8843414c,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-hard,loc_018,Greece,"Arcadia Regional Unit, Peloponnese",hard,landscape,37.3439407,22.5909077,42.8980000,25.3380000,659.563388,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_308a085ad70d4460be128242,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-hard,loc_019,Romania,"Vurpăr, Sibiu County",hard,architecture,45.8911426,24.3372001,45.8500000,24.3500000,4.679698,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_90276cf4f2d349b08a660d01,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-hard,loc_020,Bulgaria,"Vărbina, Madan Municipality, Smolyan Province",hard,architecture,41.5643939,24.9701484,41.8500000,24.7500000,36.633083,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_9d1e851097944d0ca0d986cc,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-hard,loc_021,Hungary,"Csongrád District, Csongrád-Csanád County",hard,landscape,46.7060180,20.0496719,44.5500000,27.1000000,599.456547,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_8e14201299e441ac84836173,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-hard,loc_022,Latvia,"Ranka Parish, Gulbene Municipality",hard,infrastructure,57.1907677,26.1476727,51.5500000,19.4000000,765.080843,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_4c58797e96794f55b159bf73,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-hard,loc_023,Lithuania,"Pašakiai, Radviliškis District Municipality, Šiauliai County",hard,infrastructure,55.5966197,23.8297989,55.9000000,23.9000000,34.063992,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_255e8c836a734dd28e20dbe5,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-hard,loc_024,Denmark,"Lemvig Municipality, Central Denmark Region",hard,landscape,56.6011250,8.1639420,55.3500000,8.6800000,142.978176,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_58c5fe916c1b4ff480d4d0af,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
glm-5.3-flash-max,glm-5.3-flash-max/run-3,europe-hard,loc_025,Finland,"Utajärvi Municipality, North Ostrobothnia",hard,landscape,64.9428390,26.9554129,62.1000000,26.8000000,316.984674,recomputed_geodesic_from_verified_mcp_pin,,,False,,call_c3788b018d394977baf08039,glm-5.3-flash-max,analysis/evidence/glm_final_predictions.csv
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-easy,loc_001,France,Paris,easy,landmark,48.8521298,2.3696389,48.8539292,2.3689921,0.205658,recomputed_geodesic,,0.000000,False,2026-08-13T02:38:16.885Z,ogrr-2026-08-13T02-33-39-808Z-d74ae46a-643b-4691-98f8-9226bd3e8f23,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-easy/rounds/round-01.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-easy,loc_002,Germany,Berlin,easy,landmark,52.5206008,13.4151229,52.5228537,13.4132576,0.280856,recomputed_geodesic,,0.000003,False,2026-08-13T02:43:22.097Z,ogrr-2026-08-13T02-38-39-618Z-bacbf5f8-644c-4018-b094-797a04efa3a1,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-easy/rounds/round-02.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-easy,loc_003,Austria,Salzburg,easy,landmark,47.8005438,13.0529765,47.8005551,13.0383939,1.092419,recomputed_geodesic,,0.000003,False,2026-08-13T02:48:16.401Z,ogrr-2026-08-13T02-43-43-338Z-e5f91eec-fda5-452e-a38c-0d05ed7b71cb,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-easy/rounds/round-03.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-easy,loc_004,Czechia,Český Krumlov,easy,landmark,48.8126024,14.3129755,48.8126572,14.3120478,0.068409,recomputed_geodesic,,0.000006,False,2026-08-13T02:53:18.998Z,ogrr-2026-08-13T02-48-39-580Z-1aabf0c4-ea25-4e94-9347-1d86ca7949eb,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-easy/rounds/round-04.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-easy,loc_005,Croatia,Pula,easy,landmark,44.8747121,13.8493020,44.8734348,13.8495707,0.143523,recomputed_geodesic,,0.000000,False,2026-08-13T02:58:45.004Z,ogrr-2026-08-13T02-53-44-603Z-42c9f4d8-3988-4357-89c4-332287171562,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-easy/rounds/round-05.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-easy,loc_006,Poland,"Sieniawka, Gmina Bogatynia",easy,text,50.9008842,14.8455043,50.8963070,14.8368381,0.794344,recomputed_geodesic,,0.000831,False,2026-08-13T03:04:22.044Z,ogrr-2026-08-13T02-59-22-264Z-f70e809c-9a33-4734-a757-8578379e89d6,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-easy/rounds/round-06.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-easy,loc_007,Slovenia,"Višnja Gora, Ivančna Gorica Municipality",easy,text,45.9577599,14.7424922,45.9537754,14.7432293,0.446556,recomputed_geodesic,,0.000006,False,2026-08-13T03:08:41.400Z,ogrr-2026-08-13T03-05-09-539Z-3e29707c-4a92-48c1-84e0-427c2d19bbd8,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-easy/rounds/round-07.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-easy,loc_008,Norway,"Flåm, Aurland Municipality",easy,mixed,60.8634735,7.1179637,60.8636380,7.1133460,0.251589,recomputed_geodesic,,0.000002,False,2026-08-13T03:12:52.658Z,ogrr-2026-08-13T03-09-03-679Z-8caff96c-b157-4a8b-9a10-c8b2da64f565,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-easy/rounds/round-08.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-medium,loc_009,Spain,Valencia,medium,architecture,39.4667928,-0.3661343,39.4680463,-0.3694393,0.316626,recomputed_geodesic,,0.000000,False,2026-08-13T03:19:10.629Z,ogrr-2026-08-13T03-15-39-487Z-df1f7a92-7979-48b2-a46f-b5c9e4ecd9da,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-medium/rounds/round-01.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-medium,loc_010,Italy,Bologna,medium,architecture,44.4930672,11.3250143,45.6927514,9.6501826,187.495702,recomputed_geodesic,,0.000002,False,2026-08-13T03:23:19.354Z,ogrr-2026-08-13T03-19-40-805Z-3c606b39-2f27-4d2d-9318-78c4f970d28f,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-medium/rounds/round-02.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-medium,loc_011,Netherlands,Utrecht,medium,infrastructure,52.1124003,5.0797161,52.1102743,5.0833392,0.342884,recomputed_geodesic,,0.000022,False,2026-08-13T03:27:30.656Z,ogrr-2026-08-13T03-23-51-970Z-55ffb4b5-7cf7-427f-9229-2614a5e3ac83,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-medium/rounds/round-03.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-medium,loc_012,Belgium,"Merelbeke, Merelbeke-Melle",medium,mixed,50.9874591,3.7463905,51.0552073,3.3152793,31.173887,recomputed_geodesic,,0.000004,False,2026-08-13T03:32:52.467Z,ogrr-2026-08-13T03-28-24-718Z-7034ab25-3246-4692-941b-49e7481fc9f2,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-medium/rounds/round-04.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-medium,loc_013,Portugal,Coimbra,medium,infrastructure,40.2155817,-8.4337562,40.2050993,-8.4125108,2.150811,recomputed_geodesic,,0.000004,False,2026-08-13T03:36:06.877Z,ogrr-2026-08-13T03-33-26-386Z-81c57fb9-67e7-4e24-9756-05d3cb1e129d,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-medium/rounds/round-05.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-medium,loc_014,Sweden,Uppsala,medium,architecture,59.8481151,17.6140674,57.7078157,11.9983629,402.723364,recomputed_geodesic,,0.000003,False,2026-08-13T03:38:54.402Z,ogrr-2026-08-13T03-36-35-762Z-6cbed3bd-ca66-4738-b92f-66ba574df616,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-medium/rounds/round-06.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-medium,loc_015,Estonia,Tartu,medium,mixed,58.3478594,26.7197804,56.9449742,24.5254544,203.892819,recomputed_geodesic,,0.000004,False,2026-08-13T03:42:54.230Z,ogrr-2026-08-13T03-39-34-451Z-6be13d1a-18fe-4f53-baab-3f44c24349fc,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-medium/rounds/round-07.json
gpt-5.6-sol-max,gpt-5.6-sol-max,europe-medium,loc_016,Slovakia,Banská Bystrica,medium,mixed,48.7583857,19.1412898,46.2368526,15.3521797,400.032777,recomputed_geodesic,,0.000001,False,2026-08-13T03:45:30.629Z,ogrr-2026-08-13T03-43-48-343Z-dfada52a-4719-48e7-99a9-54dc287e6d9e,gpt-5.6-sol-max-recorded-r2,gpt-5.6-sol-max/europe-medium/rounds/round-08.json
